state,action,reward,next_state,policy_id
3100,0,-0.01,3000,0
3000,3,-0.01,3001,0
3001,2,-0.01,3000,0
3000,1,-0.01,3100,0
3100,1,-0.01,3200,0
3200,1,-0.01,3300,0
3300,1,-0.01,3400,0
3400,1,-0.01,3500,0
3500,3,-0.01,3501,0
3501,3,-0.01,3502,0
3502,1,-0.01,3602,0
3602,1,-0.01,3702,0
3702,3,-0.01,3703,0
3703,0,-0.01,3603,0
3603,2,-0.01,3602,0
3602,1,-0.01,3702,0
3702,0,-0.01,3602,0
3602,0,-0.01,3502,0
3502,3,-0.01,3503,0
3503,3,-0.01,3504,0
3504,3,-0.01,3504,0
3504,2,-0.01,3503,0
3503,3,-0.01,3504,0
3504,3,-0.01,3504,0
3504,1,-0.01,3604,0
3604,2,-0.01,3603,0
3603,3,-0.01,3604,0
3604,2,-0.01,3603,0
3603,3,-0.01,3604,0
3604,2,-0.01,3603,0
3603,0,-0.01,3503,0
3503,3,-0.01,3504,0
3504,3,-0.01,3504,0
3504,1,-0.01,3604,0
3604,3,-0.01,3604,0
3604,1,-0.01,3704,0
3704,1,-0.01,3804,0
3804,1,-0.01,3904,0
3904,2,-0.01,3903,0
3903,1,-0.01,4003,0
4003,1,-0.01,4103,0
4103,1,-0.01,4203,0
4203,0,-0.01,4103,0
4103,3,-0.01,4104,0
4104,3,-0.01,4105,0
4105,3,-0.01,4106,0
4106,3,-0.01,4107,0
4107,3,-0.01,4108,0
4108,2,-0.01,4107,0
4107,1,-0.01,4207,0
4207,3,-0.01,4208,0
4208,3,-0.01,4209,0
4209,3,-0.01,4210,0
4210,1,-0.01,4310,0
4310,1,-0.01,4410,0
4410,1,-0.01,4410,0
4410,3,-0.01,4411,0
4411,2,-0.01,4410,0
4410,1,-0.01,4410,0
4410,3,-0.01,4411,0
4411,1,-0.01,4411,0
4411,1,-0.01,4411,0
4411,3,-0.01,4412,0
4412,3,-0.01,4413,0
4413,1,-0.01,4413,0
4413,3,-0.01,4414,0
4414,1,-0.01,4414,0
4414,3,-0.01,4415,0
4415,1,-0.01,4415,0
4415,1,-0.01,4415,0
4415,3,-0.01,4416,0
4416,1,-0.01,4416,0
4416,0,-0.01,4316,0
4316,1,-0.01,4416,0
4416,3,-0.01,4417,0
4417,0,-0.01,4317,0
4317,3,-0.01,4318,0
4318,2,-0.01,4317,0
4317,3,-0.01,4318,0
4318,1,-0.01,4418,0
4418,0,-0.01,4318,0
4318,1,-0.01,4418,0
4418,1,-0.01,4418,0
4418,3,-0.01,4419,0
4419,1,-0.01,4419,0
4419,3,-0.01,4420,0
4420,3,-0.01,4421,0
4421,1,-0.01,4521,0
4521,3,-0.01,4522,0
4522,3,-0.01,4523,0
4523,3,-0.01,4524,0
4524,1,-0.01,4624,0
4624,2,-0.01,4623,0
4623,1,-0.01,4723,0
4723,1,-0.01,4823,0
4823,0,-0.01,4723,0
4723,1,-0.01,4823,0
4823,3,-0.01,4824,0
4824,2,-0.01,4823,0
4823,1,-0.01,4923,0
4923,1,-0.01,5023,0
5023,1,-0.01,5123,0
5123,3,-0.01,5124,0
